ɂ́ɟɀʇɽʃ,Hîsyêô,Meaning,Verb,Noun,Modifier,Frequentative,Type,Kokanu,I,Origin,Origin IPA,Family,Word Ref,Group,/a/,/o/,/ə/,/u/,/ɪ/,/i/,/ɛ/,/e/,Syllabary,Actual IPA,Length,Rank
ꞇ̃ʒʇʋ,conwêbo,to manufacture (goods),to manufacture,a good,manufacturable,,Verb,,c,Georgian წარმოება c̣armoeba,[t͡sʼaɾmoeba],Kartvelian,conwêbo,Tools 302: Advanced Objects II,2,0,0,0,0,0,0,1,canwêba,/ˈt͡ɕɑn.we.bɑ/,7,13.01.21.22.04
ꞇʓ̆,colot,wise/clever,to be wise/clever,wiseness/cleverness,wise/clever,,Adjective,,c,Thai ฉลาด chà-làat,/t͡ɕʰa˨˩.laːt̚˨˩/,Kra-Dai,colot,Emotion 301: Intermediate Emotions,2,0,0,0,0,0,0,0,calat,/ˈt͡ɕɑ.lɑt/,5,13.01.23.01.12
ꞇıɽʄɤ̃,côûfon,to cook (a meal),to cook,a meal,cookable,,Verb,,c,Cantonese 做飯 zou6 faan6,/t͡sou.faːn/,Sino-Tibetan,côûfon,Nutrition 202: Cooking,1,1,0,1,0,0,0,0,côûfan,/ˈt͡ɕo.u.fɑn/,6,13.02.08.19.01
ꞇıɽ̃ʄc̃,côûnton,loyal/faithful,to be loyal/faithful,loyalty/faithfulness,loyal/faithful,,Adjective,,c,Vietnamese trung thành,[ʈʊwŋ͡m˧˧ tʰɛɲ˦˩],Austro-Asiatic,côûnton,Sociology 301: Religion,1,1,0,1,0,0,0,0,côûntan,/ˈt͡ɕo.un.tɑn/,7,13.02.08.21.12
ꞇ̆ı,côt,thick,to be thick,thickness,thick,,Adjective,tenja,c,Mam cho't,/t͡ʃʰɔtʼ/,Mayan,côt,Anatomy 302: Anatomical Properties II,0,1,0,0,0,0,0,0,côt,/ˈt͡ɕot/,3,13.02.12.00.00
ꞇ̄ıɔ,côcko,lens,to be a lens,lens,lens-related,,Noun,,c,Czech čočka,[ˈt͡ʃot͡ʃka],Balto-Slavic,côcko,Tools 301: Advanced Objects I,1,1,0,0,0,0,0,0,côcka,/ˈt͡ɕot͡ɕ.kɑ/,5,13.02.13.10.01
ꞇıƶ͊ʇ,cômêl,cute,to be cute/charming,cuteness/charmingness,cute/charming,,Adjective,,c,Malay comel,[ˈt͡ʃo.mel],Austronesian,cômêl,Evaluation 204: Intermediate Evaluations III,0,1,0,0,0,0,0,1,cômêl,/ˈt͡ɕo.mel/,5,13.02.20.04.23
ꞇ̃ıɔ̑ı,cônkôk,precise/specific,to be precise/specific,precision/specificity,precise/specific,,Adjective,cimi,c,Cantonese 準確 zeon2 kok3,/tsɵn.kɔːk̚/,Sino-Tibetan,cônkôk,Evaluation 202: Intermediate Evaluations I,0,2,0,0,0,0,0,0,cônkôk,/ˈt͡ɕon.kok/,6,13.02.21.10.02
ꞇ̃ɿc̑ȷ,centik,official/formal,to be official/formal,officialness/formalness,official/formal,,Adjective,,c,Vietnamese chánh thức,[t͡ɕɛɲ˦˧˥ tʰɨk̚˦˧˥],Austro-Asiatic,centik,Sociology 203: Intermediate Concepts II,0,0,0,0,1,0,1,0,cbntik,/ˈt͡ɕɛn.tɪk/,6,13.03.21.12.05
ꞇ̃ɿꞇɟ,cencî,thin/narrow,to be thin/narrow,thinness/narrowness,thin/narrow,,Adjective,cenci,c,Kashubian cenczi,[tsɛntʃi],Balto-Slavic,cencî,Anatomy 302: Anatomical Properties II,0,0,0,0,0,1,1,0,cbncî,/ˈt͡ɕɛn.t͡ɕi/,5,13.03.21.13.06
ꞇʇɽı,cêô,rank/degree,to be a rank/degree,rank/degree,rank/degree-related,,Noun,lan,c,Swahili cheo, [t͡ɕeo],Niger-Congo,cêô,Evaluation 203: Intermediate Evaluations II,0,1,0,0,0,0,0,1,cêô,/ˈt͡ɕe.o/,3,13.04.02.00.00
ꞇ̃ʇ,cên,up,to be the upper/above region,upper/above region,over/upper/above,,Noun,malo,c,Vietnamese trên,[t͡ɕen˧˧],Austro-Asiatic,cên,Geography 101: Basic Geography I,0,0,0,0,0,0,0,1,cên,/ˈt͡ɕen/,3,13.04.21.00.00
ꞇ̃ʇʋı,cênbô,big,to be big,bigness/size,big,,Adjective,cenpo,c,Tibetan ཆེན་པོ chen po,/t͡ɕʰem˥˥.po˥˥/,Sino-Tibetan,cênbô,Architecture 301: Structural Properties I,0,1,0,0,0,0,0,1,cênbô,/ˈt͡ɕen.bo/,5,13.04.21.18.02
ꞇȷɂıɽʄ,cihôû,successive marker (after),-,-,-,,Preposition,,c,Mandarin 此後 cǐhòu,,Sino-Tibetan,cihôû,Mathematics 202: Relative Time I,0,1,0,1,1,0,0,0,cihôû,/t͡ɕɪ.ˈho.u/,5,13.05.09.02.08
ꞇȷɋ̃ɟ,cixîn,to enforce (the enforced),to enforce/impose,the enforced/imposed,enforceable/imposable,,Verb,,c,Mandarin 執行 zhíxíng,/ʈʂɨɕiŋ,Sino-Tibetan,cixîn,Sociology 302: Politics I,0,0,0,0,1,1,0,0,cixîn,/ˈt͡ɕɪ.ʃin/,5,13.05.15.06.21
ꞇȷⱴɟ,cizî,self,to be oneself,oneself,self's,-,Pronoun,sa,c,Mandarin 自己 zìjǐ,/tsɪ'd͡ʒi/,Sino-Tibetan,cizî,Language 202: Mind & Identity,0,0,0,0,1,1,0,0,cizî,/ˈt͡ɕɪ.d͡ʒi/,4,13.05.17.06.00
ꞇȷɤʃʓ,cifulo,dancing,to be dancing,dancingness,dancing,,Adjective,,c,Amharic č̣əfära,[tʃʼɨfəra],Afroasiatic,cifulo,Tools 101: Arts,1,0,1,0,1,0,0,0,cifrla,/ˈt͡ɕɪ.fʌ.lɑ/,6,13.05.19.07.23
ꞇȷɤʄ,cifû,to pay (payment),to pay,payment,payable,,Verb,,c,Mandarin 支付 zhīfù,/ʈʂɨ.fu/,Sino-Tibetan,cifû,Sociology 102: Basic Concepts II,0,0,0,1,1,0,0,0,cifû,/ˈt͡ɕɪ.fu/,4,13.05.19.08.00
ꞇȷƨ,cino,charge/fee/tax,to be a charge/fee/tax,charge/fee/tax,charge/fee/tax-related,,Noun,,c,Russian цена́ cená,[t͡sɨˈna],Balto-Slavic,cino,Sociology 102: Basic Concepts II,1,0,0,0,1,0,0,0,cina,/ˈt͡ɕɪ.nɑ/,4,13.05.21.01.00
ꞇȷƨıʋʃ,cinôbu,vermilion,to be vermilion,vermilion-ness,vermilion,,Adjective,,c,German Zinnober,/tsɪˈnoːbɐ/,Germanic,cinôbu,Color 303: Tertiary Colors,0,1,1,0,1,0,0,0,cinôbr,/t͡ɕɪ.ˈno.bʌ/,6,13.05.21.02.18
ꞇ̃ȷꜿɟ,cingî,electricity,to be electricity,electricity,electric,,Noun,kaki,c,Korean 전기 jeon'gi,[ˈt͡ɕɘ(ː)nɡi],Koreic,cingî,Science 201: Intermediate Science I,0,0,0,0,1,1,0,0,cingî,/ˈt͡ɕɪn.gi/,5,13.05.21.11.06
ꞇɟ,cî,propositive sentence ender (agree?),-,-,-,,Postposition,,c,Korean 지 -ji,/t͡ɕi/,Koreic,cî,Grammar 204: Sentence Enders,0,0,0,0,0,1,0,0,cî,/ˈt͡ɕi/,2,13.06.00.00.00
ꞇɟɽ́ɿ,cîes,tight/firm,to be tight/firm,tightness/firmness,tight/firm,,Adjective,tati,c,Latvian ciešs,[tsiɛ̂ʃ],Balto-Slavic,cîes,Properties 102: Fundamental Properties II,0,0,0,0,0,1,1,0,cîbs,/ˈt͡ɕi.ɛs/,4,13.06.03.14.00
ꞇɟɽ̃ɿɋ̃ɟ,cîenxîn,alkaline,to be alkaline,alkalinity,alkaline,,Adjective,,c,Mandarin 鹼性 jiǎnxìng,/tɕjɛn.ɕiŋ/,Sino-Tibetan,cîenxîn,Science 201: Intermediate Science I,0,0,0,0,0,2,1,0,cîbnxîn,/ˈt͡ɕi.ɛn.ʃin/,7,13.06.03.21.15
ꞇɟɂ̃ʃ,cîhun,to pull/attract (the pulled/attracted),to pull/attract,the pulled/attracted,pullable/attractable,,Verb,,c,German ziehen,/ˈt͡siːən/,Germanic,cîhun,Phenomenology 201: Fundamental Motion II,0,0,1,0,0,1,0,0,cîhrn,/ˈt͡ɕi.hʌn/,5,13.06.09.07.21
ꞇɟɔɟƨ͊ɟ,cîkînîl,ear,to be an ear,ear,ear-related,,Noun,,c,Tzotzil chikinil,/'ʰi.kʰi.nil/,Mayan,cîkînîl,Anatomy 203: Basic Anatomy III,0,0,0,0,0,3,0,0,cîkînîl,/ˈt͡ɕi.ki.nil/,7,13.06.10.06.21
ꞇɟꜿ͊ɟɐʃ,cîgîlsu,treatment (medical),to be a treatment,treatment,treatment-related,,Noun,,c,Malayalam ചികിത്സ cikitsa,[t͡ʃiɡilsɐ],Dravidian,cîgîlsu,Anatomy 303: Anatomical Actions,0,0,1,0,0,2,0,0,cîgîlsr,/ˈt͡ɕi.gil.sʌ/,7,13.06.11.06.23
ꞇ̆ɟɐʇ,cîtsê,to accuse (an accusation),to accuse/blame,an accusation/censure,accusable/blamable,,Verb,,c,Mandarin 指責 zhǐzé,/ʈʂǐtsé/,Sino-Tibetan,cîtsê,Communication 302: Intermediate Concepts II,0,0,0,0,0,1,0,1,cîtsê,/ˈt͡ɕit.se/,5,13.06.12.14.04
ꞇɟʋ̃,cîbon,fat/grease,to be a fat/grease,fat/grease,fat-related/grease-related,,Noun,,c,Korean 지방 jibang,[t͡ɕiba̠ŋ],Koreic,cîbon,Anatomy 304: Intermediate Anatomy II,1,0,0,0,0,1,0,0,cîban,/ˈt͡ɕi.bɑn/,5,13.06.18.01.21
ꞇ̃ɟⱴ̃,cînzon,nervous/anxious,to be nervous/anxious,nervousness/anxiety,nervous/anxious,,Adjective,,c,Mandarin 緊張 jǐnzhāng,,Sino-Tibetan,cînzon,Emotion 201: Fundamental Emotions II,1,0,0,0,0,1,0,0,cînzan,/ˈt͡ɕin.d͡ʒɑn/,6,13.06.21.17.01
ꞇ̃ɟʓɟ,cînlî,to undergo (an experience),to undergo/experience/go through,an experience,undergoable/experienceable,,Verb,,c,Mandarin 經歷 jīnglì,[tɕiŋli],Sino-Tibetan,cînlî,Communication 101: Abstract Fundamentals I,0,0,0,0,0,2,0,0,cînlî,/ˈt͡ɕin.li/,5,13.06.21.23.06
ꞇ̑ʃc,cukto,to write (text),to write,text,writable,,Verb,lika,c,Korean 적다 jeokda,[t͡ɕʌ̹k̚t͈a̠],Koreic,cukto,Communication 202: Basic Communication II,1,0,1,0,0,0,0,0,crkta,/ˈt͡ɕʌk.tɑ/,5,13.07.10.12.01
ꞇ̆ʃƨʇ,cutnê,to climb (a slope),to climb,a slope/ramp,climbable,,Verb,kilima,c,Marathi चढणे caḍhṇe,/t͡səɖʱ.ɳe/,Indo-Iranian,cutnê,Phenomenology 302: Intermediate Motion II,0,0,1,0,0,0,0,1,crtnê,/ˈt͡ɕʌt.ne/,5,13.07.12.21.04
ꞇ̃ʃꞇɟɽ̃,cuncîon,to fortify (the fortified),to fortify/reinforce,the fortified/reinforced,fortifiable/reinforceable,,Verb,,c,Mandarin 增強 zēngqiáng,/tsəŋ.tɕʰjaŋ/,Sino-Tibetan,cuncîon,Sociology 303: Politics II,1,0,1,0,0,1,0,0,crncîan,/t͡ɕʌn.ˈt͡ɕi.ɑn/,7,13.07.21.13.06
ꞇ̃ʃʓɟɽʄ,cunlîû,to distill (the distilled),to distill,the distilled,distillable,,Verb,,c,Mandarin 蒸餾 zhēngliú,[ʈʂəŋljou̯],Sino-Tibetan,cunlîû,Science 202: Intermediate Science II,0,0,1,1,0,1,0,0,crnlîû,/t͡ɕʌn.ˈli.u/,6,13.07.21.23.06
ꞇ̃ʃɀʄ,cunyû,cold,to be cold,coldness,cold,,Adjective,canu,c,Tibetan གྲང་མོ grang mo,/ʈ͡ʂʰəŋ˩˧.ŋu˥˥/,Sino-Tibetan,cunyû,Anatomy 302: Anatomical Properties II,0,0,1,1,0,0,0,0,crnyû,/ˈt͡ɕʌn.ju/,5,13.07.21.24.08
ꞇʃʓƨ,culono,to operate (a machine),to operate/run,a machine/operation,operatable/runnable,,Verb,,c,Hindi चलाना calānā,[t͡ʃɐ.läː.näː],Indo-Iranian,culono,Tools 202: Intermediate Objects II,2,0,1,0,0,0,0,0,crlana,/t͡ɕʌ.ˈlɑ.nɑ/,6,13.07.23.01.21
ꞇʄɽ̃ʒ̃ʃ,cûonwun,rumor,to be a rumor,rumor/hearsay,rumor-related,,Noun,,c,Mandarin 傳聞 chuánwén,[ʈʂʰwanwən],Sino-Tibetan,cûonwun,Sociology 202: Intermediate Concepts I,1,0,1,1,0,0,0,0,cûanwrn,/ˈt͡ɕu.ɑn.wʌn/,7,13.08.01.21.22
ꞇʄɽɟ,cûî,rodent,to be a mouse/rat/rodent,mouse/rat/rodent,mouse/rat/rodent-related,,Noun,cuwi,c,Korean 쥐 jwi,[t͡ɕɥi],Koreic,cûî,Biology 102: Animals I,0,0,0,1,0,1,0,0,cûî,/ˈt͡ɕu.i/,3,13.08.06.00.00
ꞇʄcɟ,cûtî,small,to be small,smallness,small,,Adjective,cina,c,K'iche' ch'uti,[t͡ʃuti],Mayan,cûtî,Architecture 301: Structural Properties I,0,0,0,1,0,1,0,0,cûtî,/ˈt͡ɕu.ti/,4,13.08.12.06.00
ꞇʄɋɟɽ̃ɿ,cûxîen,constrained,to be constrained/bound,constrainedness/boundness,constrained/bound,,Adjective,,c,Mandarin 局限 júxiàn,/tɕu.ɕjɛn/,Sino-Tibetan,cûxîen,Evaluation 203: Intermediate Evaluations II,0,0,0,1,0,1,1,0,cûxîbn,/ˈt͡ɕu.ʃi.ɛn/,6,13.08.15.06.03
ꞇʄʌ,cûdo,to give (a gift),to give,a gift,giveable,,Verb,tene,c,Korean 주다 juda,[t͡ɕuda̠],Koreic,cûdo,Communication 201: Abstract Fundamentals III,1,0,0,1,0,0,0,0,cûda,/ˈt͡ɕu.dɑ/,4,13.08.16.01.00
ꞇʄʋʄ,cûbû,fermented/soured,to be fermented/soured,rancidness/sourness,fermented/soured,,Adjective,,c,"Tibetan, Batang སྐྱུར་མོ skyur mo",/ɕu˥.pʊ˥˧/,Sino-Tibetan,cûbû,Nutrition 202: Cooking,0,0,0,2,0,0,0,0,cûbû,/ˈt͡ɕu.bu/,4,13.08.18.08.00
ꞇʄɤ,cûfo,to ward (a ward),to ward/guard/watch over,a ward/the guarded/the watched,wardable/guardable/watchable,,Verb,,c,Macedonian чува čuva,[ˈt͡ʃuva],Balto-Slavic,cûfo,Sociology 303: Politics II,1,0,0,1,0,0,0,0,cûfa,/ˈt͡ɕu.fɑ/,4,13.08.19.01.00
ꞇ̃ʄꜿ,cûngo,to filter (the filtered),to filter/sieve/winnow,the filtered/sieved/winnowed,filterable/sieveable/winnowable,,Verb,,c,Swahili -chunga,[tʃuᵑɡ̊ɑ],Niger-Congo,cûngo,Science 202: Intermediate Science II,1,0,0,1,0,0,0,0,cûnga,/ˈt͡ɕun.gɑ/,5,13.08.21.11.01
ꞇ̃ʄʌ͊ı,cûndôl,collision,to be an impact/crash/collision,impact/crash/collision,impact/crash/collision-related,,Noun,,c,Korean 충돌 chungdo,[t͡ɕʰuŋdo̞ɭ],Koreic,cûndôl,Phenomenology 304: Advanced Motion II,0,1,0,1,0,0,0,0,cûndôl,/ˈt͡ɕun.dol/,6,13.08.21.16.02
ꞇ̃ʄɤʄ,cûnfû,repeating,to be repeating/repetitive,repetitiveness/repetition/cycle,repeating/repetitive,,Adjective,cunpu,c,Mandarin 重複 chóngfù,/ʈ͡ʂʰʊŋfu/,Sino-Tibetan,cûnfû,Evaluation 203: Intermediate Evaluations II,0,0,0,2,0,0,0,0,cûnfû,/ˈt͡ɕun.fu/,5,13.08.21.19.08
ꞇʄʓɐ̃ʃ,cûlosun,to allow (the allowed),to allow/permit,the allowed/permitted,allowable/permittable,,Verb,,c,German zulassen,/ˈtsuːlasən/,Germanic,cûlosun,Sociology 101: Basic Concepts I,1,0,1,1,0,0,0,0,cûlasrn,/ˈt͡ɕu.lɑ.sʌn/,7,13.08.23.01.14
ꞇʄʓ͊ʄ,cûlûl,coil,to be a coil/spiral/helix,coil/spiral/helix,coil/spiral/helix-related,,Noun,,c,Tamil சுருள் curuḷ,/t͡ʃuɾul/,Dravidian,cûlûl,Architecture 102: 3D Geometry,0,0,0,2,0,0,0,0,cûlûl,/ˈt͡ɕu.lul/,5,13.08.23.08.23
ꞇ͊ʄꞇɟ,cûlcî,trick/scam,to be a trick/scam,trick/scam,trick/scam-related,,Noun,,c,Tamil சூழ்ச்சி cūḻcci,/t͡ʃuːlt͡ʃːi/,Dravidian,cûlcî,Sociology 202: Intermediate Concepts I,0,0,0,1,0,1,0,0,cûlcî,/ˈt͡ɕul.t͡ɕi/,5,13.08.23.13.06
ɐɂɽʄ,sohoû,healthy,to be healthy,healthiness,healthy,,Adjective,,s,Avar сахав saxaw,[saχaw],Nakh-Daghestani,sohoû,Anatomy 102: Anatomical Properties I,2,0,0,1,0,0,0,0,sahaû,/ˈsɑ.hɑ.u/,5,14.01.09.01.08
ɐɔɤʄ,sokofû,floor,to be a floor/base,a floor/base,floor/base-related,,Noun,,s,Swahili sakafu,/sa'ka.fu/,Niger-Congo,sokofû,Architecture 203: Structural Components,2,0,0,1,0,0,0,0,sakafû,/ˈsɑ.kɑ.fu/,6,14.01.10.01.19
ɐ̆ƨ̃ɟ,sotnîn,right,to be the right (side),right (side),rightside-related/right(hand),,Noun,jamin,s,Q'eqchi' sa' nim,/saʔ.nim/,Mayan,sotnîn,Geography 101: Basic Geography I,1,0,0,0,0,1,0,0,satnîn,/ˈsɑt.nin/,6,14.01.12.21.06
ɐꞇ̑,socok,to start (startable entity),to start/begin,startable/beginnable entity,started/began,,Verb,tepu,s,Slovak začať,[ˈzat͡ʃac],Balto-Slavic,socok,Communication 103: Abstract Fundamentals II,2,0,0,0,0,0,0,0,sacak,/ˈsɑ.t͡ɕɑk/,5,14.01.13.01.10
ɐʌʓ̃ʃ,sodolun,normal,to be normal/standard,normality/standardness,normal/standard,,Adjective,satalan,s,Hindi साधारण sādhāraṇ,[s̪äː.d̪ʱäː.ɾə̃ɳ],Indo-Iranian,sodolun,Sociology 101: Basic Concepts I,2,0,1,0,0,0,0,0,sadalrn,/ˈsɑ.dɑ.lʌn/,7,14.01.16.01.23
ɐʌ̃ɿ,soden,back,to be the back/behind region,back/behind region,back-related/backward,,Noun,pice,s,Macedonian заден zaden,[ˈzadɛn],Balto-Slavic,soden,Geography 201: Basic Geography II,1,0,0,0,0,0,1,0,sadbn,/ˈsɑ.dɛn/,5,14.01.16.03.21
ɐʌȷʓʄ,sodilû,loose,to be loose,looseness,loose,,Adjective,satilu,s,Kannada ಸಡಿಲು saḍilu,[sɐ.ɖɪ.lu],Dravidian,sodilû,Properties 102: Fundamental Properties II,1,0,0,1,1,0,0,0,sadilû,/ˈsɑ.dɪ.lu/,6,14.01.16.05.23
ɐʋıʓʇ,sobôlê,to taste (a flavor),to taste,a flavor,tastable,,Verb,sapole,s,Italian sapore,/saˈpo.re/,Romance,sobôlê,Phenomenology 102: Fundamental Senses I,1,1,0,0,0,0,0,1,sabôlê,/ˈsɑ.bo.le/,6,14.01.18.02.23
ɐʋ́ȷ,sobis,to record (data/a recording),to record,data/a recording,recordable,,Verb,sapi,s,Russian за́пись zápisʹ,[ˈzapʲɪsʲ],Balto-Slavic,sobis,Science 102: Elementary Science II,1,0,0,0,1,0,0,0,sabis,/ˈsɑ.bɪs/,5,14.01.18.05.14
ɐʋʄƨɟ,sobûnî,ill/sick,to be ill/sick,illness/sickness,ill/sick,,Adjective,,s,Laz ზაბუნი zabuni,/zabuni/,Kartvelian,sobûnî,Anatomy 102: Anatomical Properties I,1,0,0,1,0,1,0,0,sabûnî,/ˈsɑ.bu.ni/,6,14.01.18.08.21
ɐɤ̃ɟ,sofîn,pure,to be pure/homogeneous/sorted,purity/homogeneity/sortedness,pure/homogenous/sorted,,Adjective,napa,s,Arabic صَافٍ ṣāfin,[sˤɑ.fin],Afroasiatic,sofîn,Evaluation 204: Intermediate Evaluations III,1,0,0,0,0,1,0,0,safîn,/ˈsɑ.fin/,5,14.01.19.06.21
ɐƶ,somo,to name [as] (a name),to name/designate [as],name/designation,nameable/designatable,,Verb,,s,Arabic سَمَّى sammā,/sam.maː/,Afroasiatic,somo,Communication 102: Basic Communication I,2,0,0,0,0,0,0,0,sama,/ˈsɑ.mɑ/,4,14.01.20.01.00
ƨ́ȷʒɟ,niswî,03 three,to be three,three,third,,Numeral,san,n,Ojibwe niswi,/ˈnɪsˌwɨ/,Algic,niswî,Mathematics 101: Basic Numbers I,0,0,0,0,1,1,0,0,niswî,/ˈnɪs.wi/,5,21.05.14.22.06
ɐ̃ɔ̃,sonkon,important,to be important/significant,importance/significance,important/significant,,Adjective,sankan,s,Thai สำคัญ sǎm-kan,/sam˩˩˦.kʰan˧/,Kra-Dai,sonkon,Evaluation 202: Intermediate Evaluations I,2,0,0,0,0,0,0,0,sankan,/ˈsɑn.kɑn/,6,14.01.21.10.01
ɐ̃cɟ,sontî,calm,to be calm,calmness,calm,,Adjective,santi,s,Thai สันติ sǎn-dtì,/san˩˩˦.tiʔ˨˩/,Kra-Dai,sontî,Emotion 301: Intermediate Emotions,1,0,0,0,0,1,0,0,santî,/ˈsɑn.ti/,5,14.01.21.12.06
ɐʓɟʓ,solîlo,body,to be a body/torso,body/torso,body/torso-related,,Noun,salila,s,Sanskrit शरीर śarīra,[saˈrira],Indo-Iranian,solîlo,Anatomy 101: Basic Anatomy I,2,0,0,0,0,1,0,0,salîla,/ˈsɑ.li.lɑ/,6,14.01.23.06.23
ɐ͊ʒ̄ı,solwôc,top,to be a top/uppermost/peak,top/uppermost/peak,top/uppermost/peak-related,,Noun,,s,Hindi सर्वोच्च sarvocc,[sɐɾ.ʋoː(t̚)t͡ʃ],Indo-Iranian,solwôc,Geography 201: Basic Geography II,1,1,0,0,0,0,0,0,salwôc,/ˈsɑl.wot͡ɕ/,6,14.01.23.22.02
ɐıɂɽ̑ʄ,sôhoûk,arithmetic/math,to be arithmetic/math,arithmetic/math,arithmetic/math-related,,Noun,,s,Vietnamese số học,[so˧˦ hawk͡p̚˧˨ʔ],Austro-Asiatic,sôhoûk,Mathematics 101: Basic Numbers I,1,1,0,1,0,0,0,0,sôhaûk,/ˈso.hɑ.uk/,6,14.02.09.01.08
ɐıc̃ʄ,sôtûn,column,to be a column,column,column-related,,Noun,,s,Persian ستون sotun,[so.t̪ʰuːn],Indo-Iranian,sôtûn,Communication 302: Intermediate Concepts II,0,1,0,1,0,0,0,0,sôtûn,/ˈso.tun/,5,14.02.12.08.21
ɐıʋ,sôbo,side/beside,to be the side/beside,side/beside(/vicinity/proximity?),side-related,,Noun,sopa,s,Japanese 側 soba,[so̞ba̠],Japonic,sôbo,Geography 201: Basic Geography II,1,1,0,0,0,0,0,0,sôba,/ˈso.bɑ/,4,14.02.18.01.00
ɐ̃ıɐ́ʄ,sônsûs,endless/infinite,to be endless/infinite,endlessness/infinity,endless/infinite,,Adjective,,s,Turkish sonsuz,/sɔn.súz/,Turkic,sônsûs,Evaluation 302: Advanced Evaluations I,0,1,0,1,0,0,0,0,sônsûs,/ˈson.sus/,6,14.02.21.14.08
ɐ̃ıʌƨ́ı,sôndonôs,direct/live,to be direct/live,directness/liveness,direct/live,,Adjective,,s,Greek ζωντανός zontanós,/zon.daˈnos/,Hellenic,sôndonôs,Communication 303: Meta-Concepts II,1,2,0,0,0,0,0,0,sôndanôs,/ˈson.dɑ.nos/,8,14.02.21.16.01
ɐıʓʄ,sôlû,to ask (a question),to ask,a question/query,askable,,Verb,solu,s,Turkish soru,/ˈsɔː.ru/,Turkic,sôlû,Communication 102: Basic Communication I,0,1,0,1,0,0,0,0,sôlû,/ˈso.lu/,4,14.02.23.08.00
ɐ͊ıćʄc̑ȷ,sôltûstik,northern,to be northern,northerliness,northern,,Adjective,,s,Kazakh солтүстік soltüstık,[so̙ltʉstɪ̞k],Turkic,sôltûstik,Geography 301: Intermediate Geography,0,1,0,1,1,0,0,0,sôltûstik,/ˈsol.tus.tɪk/,9,14.02.23.12.08
ɐ́ɿ,ses,16 sixteen,to be sixteen,sixteen,sixteenth,,Numeral,,s,French seize,/sɛz/,Romance,ses,Mathematics 204: Intermediate Numbers II,0,0,0,0,0,0,1,0,sbs,/ˈsɛs/,3,14.03.14.00.00
ɐɿʓıɂı,selôhô,theme/topic,to be a theme/topic,theme/topic,thematic/topic-related,,Verb,husu,s,Sesotho sehlooho,/seɬoːɦɔ/,Niger-Congo,selôhô,Communication 203: Meta-Concepts I,0,2,0,0,0,0,1,0,sblôhô,/sɛ.ˈlo.ho/,6,14.03.23.02.09
ɐʇɔɟ,sêkî,genitalia,to be genitalia,genitalia,genital,,Noun,,s,Japanese せいき seiki,[se̞ːkʲi],Japonic,sêkî,Anatomy 204: Intermediate Anatomy I,0,0,0,0,0,1,0,1,sêkî,/ˈse.ki/,4,14.04.10.06.00
ɐʇɔɟc̃,sêkîton,coal/cinder,to be a coal/cinder,coal/cinder,coal/cinder-related,,Noun,,s,Japanese 石炭 sekitan,[se̞kʲitã̠ɴ],Japonic,sêkîton,Materials 301: Intermediate Materials,1,0,0,0,0,1,0,1,sêkîtan,/ˈse.ki.tɑn/,7,14.04.10.06.12
ɐʇʌʃ,sêdu,station/garage,to be a station/garage,station/garage,station/garage-related,,Noun,,s,Wu 站頭 ze-deu,/ze.dɤ/,Sino-Tibetan,sêdu,Architecture 202: Elementary Structures II,0,0,1,0,0,0,0,1,sêdr,/ˈse.dʌ/,4,14.04.16.07.00
ɐʇƶɽȷ,sêmoi,heaven,to be heaven/paradise,heaven/paradise,heavenly/paradise-like,,Noun,,s,Tigrinya ሰማይ sämay,/semaɪ̯/,Afroasiatic,sêmoi,Sociology 301: Religion,1,0,0,0,1,0,0,1,sêmai,/ˈse.mɑ.ɪ/,5,14.04.20.01.05
ɐ̃ʇⱴı,sênzô,ancestral,to be ancestral,ancestrality,ancestral,,Adjective,,s,Japanese 先せん祖ぞ senzo,[sẽ̞nd͡zo̞],Japonic,sênzô,Sociology 201: Family,0,1,0,0,0,0,0,1,sênzô,/ˈsen.d͡ʒo/,5,14.04.21.17.02
ɐ͊ʇ,sêl,down,to be the below region,below region,below/down,,Noun,kali,s,Persian زیر zir,[zeːɾ],Indo-Iranian,sêl,Geography 101: Basic Geography I,0,0,0,0,0,0,0,1,sêl,/ˈsel/,3,14.04.23.00.00
ɐ͊ʇʋı,sêlbô,yellow,to be yellow,yellowness,yellow,,Adjective,sepo,s,Tibetan སེར་པོ ser po,/ser.po/,Sino-Tibetan,sêlbô,Color 101: Primary Colors,0,1,0,0,0,0,0,1,sêlbô,/ˈsel.bo/,5,14.04.23.18.02
ɐ̆ȷɀ,sityo,to sit on (a seat),to sit (on),a seat,sitable,,Verb,sitija,s,Icelandic sitja,/ˈsɪːtja/,Germanic,sityo,Tools 102: Elementary Objects I,1,0,0,0,1,0,0,0,sitya,/ˈsɪt.jɑ/,5,14.05.12.24.01
ɐ́ȷɔ̃ȷ,siskin,sibling,to be a sibling,sibling,sibling/related,,Noun,wala,s,Iclandic systkin,/ˈsɪs(t)kɪːn/,Germanic,siskin,Sociology 201: Family,0,0,0,0,2,0,0,0,siskin,/ˈsɪs.kɪn/,6,14.05.14.10.05
ɐ̃ȷɐɟ,sinsî,town/city,to be a town/city,town/city,town/city-related,,Noun,sinsi,s,Cantonese 城市 sing si,/sɪŋsiː/,Sino-Tibetan,sinsî,Geography 102: Basic Environment I,0,0,0,0,1,1,0,0,sinsî,/ˈsɪn.si/,5,14.05.21.14.06
